id	tweet	subtask_a	subtask_b	subtask_c
69799	@USER Disgusting. This is just more proof that property and home ownership is a MYTH...if you don't pay the taxes (RENT) you are thrown off YOUR LAND...you need PERMISSION to build on YOUR LAND.	NOT		
99905	@USER @USER @USER @USER Yep...that´s what we liberals call consensual sex. You should try that some time. URL	NOT		
43730	Ain't got no chill for u bro. Stay the fuck away from me. 😤	NOT		
88151	"@USER @USER @USER Not progressive at all Article II, section 1 of the Constitution 1790 says he is a citizen and 44 years as a resident of Texas says he can say y'all"""""	NOT		
33001	@USER @USER It's probably better to have an ❌❌ next to my name than a pink pussy hat on my head  🤔🤔🤔🤔  #MAGA  #MakeAmericaGreatAgain	NOT		
78209	@USER Not smearing Canadian Conservatives. Reread my first tweet and tell me again that I’m wrong.	NOT		
11428	@USER Here she is! Gotten real big 😱 URL	NOT		
73829	"@USER Scary movies are terrible, I get jumpy and end up crying when something pops up.""  She didn't mind going out, if that is what he wants to do she is completely okay with it. Maybe a night out would be good for them.  ""I am a pro ice cream eater. I used to eat it daily."""""	NOT		
52183	@USER What happened to Flash? I hope he is healthy	NOT		
82747	#brexit #remain I know your busy with this BUT #fiftiesbornwomen #ShoulderToShoulder #onevoice #WePaidInYouPayOut #waspi no individual letters in 1995 of major changes to #StatePensionage due to 1995 legislation 2007 &amp; 2011 + time on top #labour #libdem #conservatives #rectify URL	NOT		
18379	New emergency hotline?What's down the road?  2 days ago #POTUS signs second State of Emergency executive order?  Social media censorship down the road?  #MAGA #Emergency #QAnon #MondayMotivation #ConstitutionDay URL	NOT		
68937	@USER @USER @USER 🤣🤣 because they don’t exist!	NOT		
94598	$10 B/W commissions are still available!  Please DM if you are interested!  #artistforhire #commission #robots #anthro #furry #monstergirls #cyclops #pokemon #magikarp #catgirls #possum #artistsontwitter URL	NOT		
15411	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Okay 🤗	NOT		
83212	@USER @USER @USER @USER Back then Antifa was called the kkk. They were a known muscle of the Democratic Party URL	NOT		
50134	@USER @USER don’t like anything u r saying RE @USER #MAGA U r part of the problem &amp; not part of the solution!!!!!	NOT		
79096	@USER You are strong girl. Don't listen to the trash talk. They don't know anything. You just go and tell the truth. That's all that matters. 🙏🌊🙏🌊	NOT		
95677	@USER @USER She is almost 80.	NOT		
88014	@USER @USER Yes “If only Antifa would leave the poor Nazis alone” is a statement for the ages...😬	NOT		
74608	@USER Haha I doubt that!	NOT		
53713	Low T and the Poontang Clan aka  Fucking Donald Trump #trump #maga #art #comicart URL	NOT		
77914	@USER Hollywood drone!	NOT		
51093	@USER Abi? You are right	NOT		
83460	@USER Do you have any film of antifa?	NOT		
56224	@USER @USER You're on Twitter so you have the internet? Here's a condensed basic history.  URL	NOT		
67259	@USER Us conservatives hope he does.	NOT		
81691	@USER .......YES I WAS CORRECT IN SAYING BYE-BYE FOREVER!!	NOT		
50586	@USER BOYCOTT THE ANTI AMERICAN NFL. Football ain't all that anyway.	NOT		
11680	1. I got a dig bick 2. You that read wrong 3. You read that wrong too 4. You checked 5. You smiled 7. You are wondering why you're still this reading this 8. You saw that mistake... right? (On 7) 9. But did you see that I skipped 6? 10. You checked.  30 seconds you won't get back	NOT		
19256	@USER Hah! Makes me think of my cat back at home &lt;/3 mighty hunter that she is!	NOT		
16346	@USER @USER I loathe @USER	NOT		
74389	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why would that matter to a bug? Seems that you are having some kind of mental attack or something. Maybe you should ask for help.	NOT		
94740	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly but they’ll never put him on tv 📺	NOT		
75646	@USER She said she is half Eastern Orthodox... so I dunno... an opportunity to educate myself	NOT		
69213	Did Someone just say maga 2k19	NOT		
60626	@USER Can u help him with ur Vietnam expirrence🎱	NOT		
55030	1 Week watch Nike Stock Plummet.. the Liberals can't keep Nike afloat.. #BoycottNike   Macy's still hasn't rebounded ! URL	NOT		
73745	@USER knew it was a lie can see you laughing to yourself as you was writing it... you are way too engrossed in Thames yourself that you will be playing it right up until #FM19 beta comes out :')	NOT		
21864	"@USER @USER please provide links to huge budget deficits""?..while you are looking..tell us why Harpers deficits were good but you take issue with PMJT lower deficits..take your time..no hurry.."""	NOT		
17209	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hope she is ok.	NOT		
30631	@USER @USER @USER There were “fine people on both sides” there were Charlottesville historians looking to preserve the statues w/o affiliation with the white supremacists. There were also honest protesters not associated with antifa who wanted to see the statues removed 🤦🏻‍♂️good grief	NOT		
56532	@USER Shid I'm right with ya	NOT		
51960	@USER He is speaking against himself.	NOT		
38707	@USER Great sis URL	NOT		
42257	@USER @USER @USER i read ur bio and now i feel like u owe me at least $20 for putting me through that.	NOT		
26008	@USER @USER Don’t they have strong gun control in Chicago? So nobody should be getting shot. Oh that’s right only law abiding citizens are being shot because criminals don’t understand they can’t have guns...Gun control is not about controlling guns it’s about controlling citizens!	NOT		
24444	@USER @USER @USER You are not going to get it. Grow up.	NOT		
95822	@USER @USER @USER @USER @USER @USER @USER There's no hope for you and Jerry. Unbelievable how close-minded you are. URL	NOT		
90589	@USER Hopefully he is gone soon. We have glorious beings for you to meet. URL	NOT		
67504	@USER God help us all	NOT		
66234	@USER @USER @USER @USER I get it the socialist isn't at fault for dressing above her constituents?  But she wanted to look as wealthy as she is?  She grew up rich...	NOT		
70307	@USER Eric should be in prison!	NOT		
61216	@USER @USER @USER The list in the Conservatives would be never-ending.	NOT		
82954	@USER My husband. He is also my first reader always.	NOT		
34005	@USER Amy Barrett... come on down... U R the next contestant on the... and the liberals start looking 4 boyfriends she tried 2 rape!	NOT		
40159	@USER LIBERALS hear the sucking sound of the SWAMP	NOT		
91223	@USER She is really good for him and told him how he needed to straighten up. I like her and I like them together. Sometimes you just need someone who calls you out on your sh*t so you can become a better person 💖	NOT		
13314	@USER I think you are naive in the extreme. The ATA works with the NDP.	NOT		
54036	@USER @USER @USER @USER @USER @USER @USER @USER @USER I'll be running for the @USER selection.  Need to wait a few more weeks for that! 🙂	NOT		
55192	@USER CAN I PLZ GET A FOLLOW CAUSE I LOVE YOU SO MUCH AND I WAS THE FIRST PERSON TO LIKE UR VID?💛 URL	NOT		
66813	... ammunition is in many states easier to buy than cold medicine...'   California Tries New Tack on Gun Violence: Bullet Control URL	NOT		
30895	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is darling ♥️	NOT		
44676	@USER And I have concerns with”Democrats”	NOT		
14327	"Why the world shouldn’t expect America to go back to ‘normal’ after Trump""  URL #TCOT #MAGA #RedNationRising"""	NOT		
36931	@USER @USER So gun control works?	NOT		
59385	@USER And I’ll never pay to see another one of your movies.....	NOT		
10812	@USER So you are advocating for a 35-person debate or what?	NOT		
46814	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Too bad the 🤡 are funding it or it would tank by economic law.	NOT		
94278	@USER @USER @USER What she is accusing him of is a sex crime felony with no statute of limitations in Maryland. That means it is under the jurisdiction of the local authorities. FBI only gets involved if there is an issue with crossing state lines. They do not have legal authority to investigate.	NOT		
91943	@USER Why should she go? She is a whole person on her own. She can do her job regardless.	NOT		
16777	@USER don’t get me started on the head of special needs she is on another planet	NOT		
70417	@USER @USER I miss Pope Benedict XVI so much.	NOT		
39880	@USER @USER @USER @USER @USER U liberals ALWAYS pull the race card... I see TRUTH NO MATTER WHAT SKIN COLOR!! THEY SOLD US ALL OUT! U WOULD KNOWTHAT IF U RESEARCHED TRUTH	NOT		
47546	@USER @USER 👏🏻👏🏻👏🏻 way to go Liberals... taking away from  Americans ... smh	NOT		
24090	@USER I’m done.  😭😭😭 Franklin bout to die in jail. He is not fit for this...	NOT		
32202	@USER This is why you are my favourite person	NOT		
51443	@USER ...is he the insider working against Trump?... really looks that way - release the hounds!!	NOT		
65496	@USER Antifa brought to you by Carl's jr	NOT		
13498	@USER @USER @USER @USER @USER @USER @USER @USER Denial is a common defense by liberals.  He worked for fusion and with fusion.  And Michelle is a tranny I know you don’t like that but it’s true.  You can always deny like Obama but the truth explodes out. I pity u for believing the Dems like this how sad.  Go find a safe place.	NOT		
40476	@USER I don’t forgive you either....	NOT		
38074	@USER @USER Good	NOT		
84515	@USER Blocked	NOT		
23010	@USER @USER so true for lucky she is appearing in lot of projects	NOT		
48601	@USER did you see the response i typed 😘 you are too much fun sometimes	NOT		
21064	@USER thank you Mr President for helping to #MAGA	NOT		
89244	@USER @USER He is!  Lock him up!  Lock him up!  :)	NOT		
87000	@USER Google got big by being the best search engine.  This is one reason why it is no longer a trustworthy search engine. @USER	NOT		
42953	@USER @USER That’s where your wrong. Only ruins conservatives. If it was a dem he would be considered for head of dnc	NOT		
50473	@USER @USER I head a little boy?	NOT		
89881	.@USER is trying to negotiate a deal that satisfies the @USER She can’t achieve it.  .@USER would negotiate a deal for the country.  It’s time for this coalition of chaos to fall.  .@USER is ready to serve in the interests of the many not the few!	NOT		
64717	*sings slowly* “I just want to see how beautiful you are.” 💓	NOT		
68528	@USER @USER Course it has son 😉😉👍	NOT		
55298	@USER @USER @USER Lol #liberalfool just MAGA	NOT		
14899	@USER I love you!!!	NOT		
93706	@USER White House said all parties shld be heard! This is why no one trust the media and why liberals are failing	NOT		
52713	@USER 2020?  Michael Moore is a cheeseburger away from not making it to 2019!	NOT		
83996	@USER But she never questioned Congress’ sluch fund to payoff sexual harassment settlements.	NOT		
12645	@USER @USER He is protecting America.  Shame on trump and gop.	NOT		
10537	@USER ...but liberals want gun control and gun free zones.	NOT		
54043	@USER It’s a brilliant idea! Since all the liberals want open boarders we have to pay for them someway what would you suggest @USER ? Build the dam wall and start taking care of the American people!! Trump 2020 🇺🇸 #draintheswamp	NOT		
11123	@USER could b ebola too same symptoms	NOT		
74116	@USER Get him some line help. He is gonna be just fine. As the game went on you could see him progressing more with his reads. He brought what has been missing. The deep ball presence. Now he just needs a little more time	NOT		
48279	@USER Hang in there. She is alive.	NOT		
42168	@USER Better have a good lawyer #YouHaveBeenExposed #TheGreatAwakening #DrainTheSwamp #YouAreGoingToJail #MAGA #QAnon URL	NOT		
68570	@USER @USER @USER Not crazy but given she is my wife I feel unqualified to give an unbiased answer lol	NOT		
31105	"@USER The only line I can think of is if he supported gun control, and even then it'd probably have to be a big gun control thing and not just a maybe do more background checks"" proposal. But he'd never do that."""	NOT		
66534	@USER why cant we go 1 day without things being awful.	NOT		
43348	@USER I’ve always seen myself as a classical Liberaltarian. . . . . I’ll only eat the freshest Classical liberals...	NOT		
20925	@USER He should tell that to Big Bubba when he enters his prison cell	NOT		
49189	"@USER @USER Agree 100% Jay No wonder FBI back burnered it English appears to be second language high school @ below average use. Also brought attention to being a citizen? 🤔 Contradicted information  throughout high school"" &amp; ""THE attack"" it CAN'T be both. Ford=University=Soros=ANTIFA=Bull"""	NOT		
88158	@USER Nah I ain’t done it yet. Usually you have to walk extra far just to get to one so it defeats the purpose	NOT		
37536	@USER @USER @USER Perfectly stated! Love our President! ❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️	NOT		
59556	@USER @USER Whoever put this together thank you !!!!  I loved watching and the little circle on 18 made it so much better.  You are really awesome Jude Thaddeus Wolfe!  So fun to watch.  Proud of you Boochi!	NOT		
98466	@USER God bless my uncle has cancer too but she is in a better place now	NOT		
44096	@USER God Help Us.	NOT		
10645	Maybe we aren't  #qanon #qarmytrain #wwg1wga #DrainTheDeepState #MAGA URL	NOT		
41129	@USER @USER Corbyn and Abbott won’t get in so the conservatives will win again 👍	NOT		
41304	@USER I follow civil liberals or center-left people and a few of them I’ve interacted with for yrs. I learn from them occasionally and hopefully vice versa. Never thought about blocking them. I guess a shift is what ppl might see as problematic 🤷🏻‍♂️	NOT		
65099	@USER School food ass anyways😂😂	NOT		
78195	@USER ALL LIVES MATTER!!!!	NOT		
64672	@USER @USER @USER @USER Conservatives like Shapiro think everyone's cognitive functionality is structured like theirs: rules-based.  Nope. It is especially true for non-conservatives that most people think results/goals-based and *NOT* rules-based.  So they can't contend with rule-breakers.	NOT		
99954	@USER True Liberals do	NOT		
27248	#WomenShouldRuleTheWorld that is all. URL via @USER	NOT		
47478	I’m not going to no function with niggas that wear MAGA hats 🤢	NOT		
65805	@USER got Kamara too he is the man	NOT		
55866	@USER @USER Two words I thought I would never hear together #ticats and cornhole	NOT		
64781	@USER @USER @USER @USER @USER Antifa fails	NOT		
39322	@USER When will you and the rest of the #MSM go after #KeithEllison and the reports of abuse about him?..seem like you guys have 2 standards when it come to covering harassment claims against Liberals (ignore or downplay) then Conservatives (24/7 coverage assuming guilt right away)..	NOT		
10401	@USER incoming the gun control patrol	NOT		
50561	@USER @USER @USER Mickie is 39 now? She is on her way out.	NOT		
60506	@USER please can I print out the great poster you designed for #JusticeForOliver I have a stall at @USER event for this purpose. I was going to do one myself but you are much better at techno😁 @USER URL	NOT		
99701	@USER Amen 💯Have. grest  Day Edwsrd 🙏 #MAGA  💯🇺🇸🇺🇸🇺🇸🇺🇸 URL	NOT		
25374	@USER Here are the husbands: 1945 Mrs Dean 1969 Mrs Peterson Lawton 2000 when she is dead Mrs. Peterson.  I think Peterson came after Lawton 1967 she divorced Lawton  Lawton had 6 wives last count lol URL	NOT		
84446	@USER I love Carole! She is so smart I will really miss her! #RHONY was hoping u would have been a great addition to @USER or another political show. Any news on what u will do next? ❤️	NOT		
18485	@USER I am truly sorry that you are having a rough day. I hope it gets better for you. I am doing fantastic.	NOT		
33951	He’s Back !!  James O’Keefe’s ‘Project Veritas’ Exposes The DEEP STATE In A New Series Of Videos  He Exposes A State Dept Employee Organizing For The ‘Democrat Socialist Of America’ While At Work And Your Tax Dollars Pay Him  #TuesdayTips #MAGA #KAG  URL URL	NOT		
76396	@USER Yeah bro I know like I have pretty good gun control but the smg 12 is just insane😂	NOT		
30679	@USER @USER @USER @USER @USER I love how liberals call people names because that's all they have. How does he deserve to be called a dirt ball?	NOT		
77808	"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER This is the PIC MSM showed us in 1999 for #JFKJR plane wreckage also- FAKE!!!    Here is a video, showing another pic MSM showed of #JFKJr, even MORE FAKE!!! URL  Article:  Evidence Of A Cover up &amp; Why official story is in DOUBT!""  URL URL"	NOT		
70373	@USER @USER @USER It's not your name. You're account is as fake as a 3 dollar bill. You are about as dense as stale unleavened bread.	NOT		
75420	@USER @USER @USER I don‘t know why they can see she is lying they should leave him alone . They need to write an article now when they wanted to write 1 10 months ago . Just so you know @USER you make no money with Melissa .	NOT		
24330	@USER Childess	NOT		
26276	@USER @USER You absolutely can enforce them consistently. Stop and frisk isn’t a law based on definable characteristics. That’s the issue. Gun control laws aren’t subjective like stop and frisk.	NOT		
95188	"@USER Nothing with liberals is fair""."""	NOT		
43763	@USER @USER @USER You are happy your all friend.	NOT		
81846	@USER @USER @USER @USER @USER You are a good dancer and talented in drawings. My fingers are like that when I vote for CNCO 😂  #PremiosHeat2018 @USER  #LatinGRAMMYCNCO  #CNCOnEllen  @USER #CNCO #TheLatinArtist #PCAs #followERickOnIG	NOT		
67089	@USER As we now know there were scandals.  They were covered up very well.  That's coming to end.  Slowly but surely.	NOT		
59597	@USER YALL PLEASE DO NOT SEND HER YALL MONEY THIS IS A SCAM THESE ARE @USER MY WIGS SHE IS POSTING AND SCAMMING PEOPLE	NOT		
16109	@USER You mean like Hollywood actress .@USER ? She supports #Antifa and uses their handbook as her profile pic. Rants about #MeToo yet her brother Alexis Arquette was abused as a child and she is silent about it 👎🏽 #Hypocrites #LiberalismIsAMentalDisease URL	NOT		
65679	"US education can use a ton of rethinking""  URL #TCOT #MAGA #RedNationRising"""	NOT		
14044	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi BEE GEE!!! You are so cute!!!😸😘	NOT		
97184	@USER @USER he is so breathtakingly handsome man	NOT		
29719	@USER @USER A must read! URL	NOT		
69696	"@USER Ask Cruz why he blames tofu eating liberals"" for the influx of money into Texas after Houston just held a conference to woo investors from China in May. Texans must learn where that money is coming from and the reasons for the odd insults. URL  #transparency"""	NOT		
55180	@USER We thank our God for you every single day.  #MAGA to #KAG	NOT		
82019	@USER And then we can issue each one of them a pink unicorn.	NOT		
64761	"@USER &lt; help. I should call my father to let him know you are up. I'll be right back.  I lean down placing a chaste kiss against his cheek. Once I pulled away, I give him a bright smile as I walk out of the room to call my father.   I know he's &gt;"""	NOT		
56286	@USER Go pop open your lid in the kitchen. Bam there he is.	NOT		
44690	@USER @USER Completely agree.  The political legacy of Cameron &amp; Osbourne will be overlooked because of the EU debacle. How they took the country from £158bn deficit and kept everything running was a political miracle.	NOT		
13279	@USER Isn’t it time for the BBC to be asking some probing questions of the leader of the Scottish Conservatives..it’s in the public interest	NOT		
46472	@USER How taser works?	NOT		
93598	@USER Another country with strict gun control.  For some reason gun control never helps the average citizen but dictators and terrorists sure support it.	NOT		
45431	@USER Definitely not as a democracy because its a Constitutional Republic!!	NOT		
66367	@USER Ford's takeover of the Ontario Conservatives makes Trump's takeover of the GOP look geologically slow.	NOT		
80682	@USER @USER What does that have to do with anything at all? 😂🤣 the level of discourse from liberals is embarrassing	NOT		
81594	@USER @USER Liberals aren't bright.	NOT		
80731	@USER Not saying much to claim you are smarter than @USER	NOT		
15041	@USER here we go this is where the nats blow a lead now or the 8th inning have you not learned and strasburgh is not what everyone thinks he is inconsistent	NOT		
49020	#Tyranny #Totalitarianism #Leftism JUST WHEN YOU THINK #THELEFT CAN'T SINK ANY LOWER - #Liberals fear their major cultural victories of the past half-century are democratically... URL	NOT		
23820	@USER Traditionalists and fuddy-duddy conservatives form a convenient horseshoe with feminists when it comes to a lot of women's issues.  Their reasons are grounded in chivalry and sex differences rather than equality but the result looks very similar.	NOT		
37789	@USER @USER @USER @USER @USER @USER Brexit is the single most important political issue of the day. The Mayor of London with the biggest direct democratic mandate in the UK needs to have a view.	NOT		
53574	@USER He is perfect for the part! Im with it .	NOT		
64414	@USER Throw Antifa in there too!	NOT		
93615	@USER yo he is gorgeous 😍😍	NOT		
52261	@USER Because they are crates by the liberals  to save ANY kind of influence...	NOT		
20335	@USER can’t believe you are not competitive for the same services as @USER for life. Your service isn’t worth and extra $30 a month. #cancel	NOT		
62839	@USER Eric ur no Jeff sessions!!	NOT		
34629	@USER Element of surprise has gone then Somehow i think this is more	NOT		
84836	"@USER @USER @USER @USER @USER @USER Also not correct. But, the some of the safest US cities does not have strict gun control laws. (Side-note: You can not believe one word that *Michael Moore preaches in any of his documentaries."") This video is a bit of an eye-opener: URL"	NOT		
55295	@USER @USER @USER @USER @USER @USER A popular vote would be terrible! We would become a Democracy!	NOT		
58444	@USER Well she supported $7 co payment for Dr visits when President of AMA thats an indication . She is Ambitious thats all .	NOT		
49336	"@USER @USER @USER Freedom From National Debt"" is also very good and written by former Deputy Secretary of the Treasury Frank N. Newman. Also great cuz he is not an MMT academic but basically confirms MMT from a non-MMT insider's perspective"""	NOT		
26553	#lowemissions #bus #transport #Conservatives PM announces £106m funding for low-emission vehicles: URL	NOT		
73550	Sean Spicer and Donald Trump in happier times.  #MAGA #TheResistance #MondayMotivation URL	NOT		
17926	@USER Are you going to become an antifa fighter now	NOT		
60977	@USER @USER I respected Ron Paul and Dennis Kucinich most in congress	NOT		
86895	@USER And then Americans are going to demand Christine Ford face Criminal charges &amp; face jail time when she is proven to have lied. Her guilt is in the fact she contacted Dems Not the FBI. Ford did not come forward as a witness in the hearing. She’s bought and paid for	NOT		
91618	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't we all! 🙏	NOT		
92805	And Soros money in their pocket. #maga🇺🇸🇺🇸🇺🇸🇺🇸 URL	NOT		
73156	@USER Garrett you are amazing and funny. Keep being you. I love when you talk about Harry Potter because Harry Potter is awesome	NOT		
93018	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Right ... It's a conditioning of sorts resulting in denial... Irrelevant of the facts... THUS Welcomes Cognitive Dissonance in Disguise- ANTIFA 🤦🏻‍♀️	NOT		
20906	@USER @USER @USER @USER @USER Education is devolved and is an utter shambles. The snp are in charge of it and neither the conservatives or brexit are a factor.	NOT		
11806	#TwitterShouldBe a less mean environment and less biased towards conservatives.	NOT		
83659	@USER @USER That's just what Satan would say if he were threatened.	NOT		
53879	@USER the owner is a elderly lady who couldn’t leave the trailer cause it was underwater and she is in oxygen tanks	NOT		
19541	"@USER A much more traditional"" take on the Lois &amp; Clark dynamic is showing up in Tom King's Superman 100-Page Giants at Walmart. I would recommend it. She is not SUPER-heavily featured in the first issue but she is well-treated."""	NOT		
84642	@USER Don’t you have concerns about Keith Ellison?   Well do you.	NOT		
27536	@USER They crossed the line a long time ago. Antifa is a branch of the Socialist party.	NOT		
65421	@USER @USER Their gullibility.   They think if a politician has an R by their name he is a good guy and don't research that person at all.	NOT		
83192	@USER @USER How about starting with gun control.	NOT		
50631	@USER now that Bea Arthur had a lovely mud bath and coconut oil rub she is settled in for her bedtime story and loves loves loves your book so much i had to read it three times to her before she would go to bed. We hope you are doing well and feeling better! URL	NOT		
57627	@USER Yes he is and it's giving a Good View	NOT		
44467	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Be best. Be #MAGA  ✅Following amazing patriots.	NOT		
76795	@USER The interview is an important part of the hiring process. And selling yourself may not come naturally. Let's make sure you're fully prepared: URL ^TN	NOT		
70794	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🙋Hello to all fellow patriots.	NOT		
53203	@USER YOU ARE SO TALENTED I ADORE YOU	NOT		
83005	@USER @USER If the LEFT  would just stop the politics of distraction he will keep more promises #MAGA	NOT		
52985	@USER Could it be that President Trump is normal and most of Washington D C are insane and totally out of touch with the forgotten middle class working people of America? Drain the swamp &amp; MAGA.	NOT		
45852	6 people are dead after shooting spree in California ....AND LORD FORBID WE SHOULD TALK ABOUT COMMON SENSE GUN CONTROL MEASURES...OH NO!!! 😱😱😱😱	NOT		
98340	@USER @USER @USER Who's paying for your tweet? Antifa?	NOT		
59178	@USER If she is refusing to come forward how will this allegation from years ago be nvestigated??  Nothing but obstruction and lies.   #ConfirmKavanaugh	NOT		
84823	@USER lmao i really didn’t know him before that at all 😂	NOT		
28723	@USER @USER Cause gun control worked so well for chicago?	NOT		
36356	@USER @USER DOXX her.  See if she is as Lilly white as she puts on.	NOT		
38758	@USER He's like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / URL	NOT		
66220	@USER @USER Cuz I've never been insulted by Conservatives... ahahaha	NOT		
52969	@USER @USER @USER @USER Ugh...you are one of those	NOT		
36448	@USER Oh no! Hope you are okay.	NOT		
12020	@USER hope you are enjoying strictly training !! URL	NOT		
64716	@USER Because she knew how to add up the millions in @USER donations received for access?	NOT		
29819	@USER @USER I can not see him posting such a video if he was done with Supes. He is wearing a krypton t-shirt too	NOT		
23483	@USER Yea he is he said he would if Tua was healthy	NOT		
68464	@USER Early Antifa group. Heavily armed but look happy. URL	NOT		
99943	"@USER @USER Repeatedly re announcing previous measures and funding that don't come in effect until a future date and only serve to help housebuilders make more profit isn't going to solve the housing crisis"" created by Labour and made worse by @USER"	NOT		
27506	@USER @USER @USER @USER @USER @USER Aalayah...I cannot express  enough how proud I am of you and your classmates. I truly believe your hard work will be the turning point in gun control!!It is definitely time for the old white boys club to step aside and listen to the young people who have suffered because of them.	NOT		
54490	@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher	NOT		
96626	@USER @USER @USER @USER @USER One of them just called me 'politically and morally bankrupt' because I said I WOULD get behind him if he opposed Brexit 😐😂	NOT		
59232	@USER By defending and making excuses for obvious bad behavior....you're sure to get more of it.	NOT		
88856	@USER An insult to holocaust survivors and their families. An embarrassment to film making.	NOT		
34873	IN HONOR OF #ConstitutionDay  I PURCHASED A #TRUMP t-SHIRT AND A #MAGA HAT  #TRUMPTRAIN #LIBERTY #FREEDOM #AMERICA #USA #LIBERTY URL	NOT		
47096	@USER And Obama didn’t.... not to you because you agreed with him.....	NOT		
21854	@USER Eli is what he is at this point average at best	NOT		
11875	@USER Flake I lost 17 guys lost let the guy do his job and think of the people instead of your non existent career	NOT		
47023	@USER What do you like to do when you are with your family? #AskAlly	NOT		
19135	@USER @USER Because he knows he is going to Jail soon	NOT		
59575	@USER @USER @USER @USER Oh wait now I get it. You two are ANTIFA!	NOT		
27111	@USER EVERYONE? Wow. That must have been an *exhaustive* research project. URL	NOT		
80983	@USER You are not	NOT		
27675	"@USER @USER @USER She's  no poor thing"". She's an antifa protester with many ties to the DNC.   She's a Trump hater. Donated to HRC.  She didn't just ""appear"" out of the blue.  Cracks me up how naive people are.  Toughen up America! These are lying leftists intent on destroying our democracy!"""	NOT		
26146	@USER @USER @USER @USER @USER Um it’s right in front of your face. These big-tech giants are censoring conservatives every single day. Dems constantly calling for “sensible gun control” and sometimes outright the repeal of the 2nd amendment. Conservative ideas are shut down on college campuses...	NOT		
10114	@USER Bono is a Nono in my house.	NOT		
84688	@USER So much respect for that man wherever he is.🔴⚪️	NOT		
80067	@USER @USER GFY since you are into code letters 😂and how about POS 😜🖕🏻✍️KMA	NOT		
29792	@USER I checked... #followed 🤷🏻‍♀️😂	NOT		
86966	@USER @USER @USER @USER The choice is simple. If you vote Gillum you are voting for Socialism. If you vote for Ron DeSantis you are voting for everything that makes Florida great. #VoteRonDeSantis2018 URL	NOT		
60552	@USER @USER @USER @USER You are asking the right questions😂	NOT		
76635	@USER FAKE NEWS	NOT		
45073	@USER @USER I’m sorry that’s how the rap game goes. If I’m working with a producer that’s working with my enemy why wouldn’t I be like either them or me. Find your own ppl. This is rap and she is well within her right to.	NOT		
86160	@USER @USER Now they’ll have to pay more for their MAGA hats.	NOT		
